medicine_id,medicine_name,category,company,dosage_mg,pack_size,manufacturing_cost,import_status,demand_level,expiry_months,prescription_required,price
351,Histacin,Syrup,Incepta,500,20,174.5,Imported,Medium,26,0,478.15
352,Seclo,Tablet,Incepta,100,1,136.84,Local,High,18,1,216.97
353,Napa,Syrup,Renata,1000,20,154.1,Imported,Medium,14,1,421.75
354,Ace,Syrup,Renata,500,5,81.69,Local,Medium,14,1,116.23
355,Insulin,Syrup,Beximco,1000,1,40.98,Local,Medium,7,1,57.74
356,Napa,Tablet,Beximco,1000,5,169.99,Local,Medium,24,1,261.88
357,Seclo,Injection,Beximco,50,5,85.03,Local,Medium,19,0,205.62
358,Insulin,Tablet,Beximco,250,5,130.97,Local,Low,35,1,291.39
359,Napa,Capsule,Incepta,100,20,152.49,Local,Medium,15,1,313.85
360,Ace,Syrup,Beximco,50,10,170.7,Imported,Low,34,1,415.87
361,Ace,Syrup,NovoNordisk,1000,10,60.93,Imported,Low,31,1,186.26
362,Ceevit,Syrup,Renata,250,10,42.79,Local,Medium,15,1,70.25
363,Histacin,Tablet,NovoNordisk,500,1,102.96,Local,High,11,0,244.26
364,Paracetamol,Capsule,NovoNordisk,100,5,160.61,Imported,Low,32,1,444.93
365,Paracetamol,Capsule,Incepta,50,20,132.0,Local,Medium,32,1,328.18
366,Histacin,Capsule,Renata,1000,10,91.54,Imported,Medium,18,0,270.09
367,Ace,Injection,Renata,50,10,175.29,Local,Medium,25,1,433.75
368,Seclo,Syrup,NovoNordisk,500,1,52.79,Local,High,17,0,139.9
369,Ace,Capsule,Beximco,100,10,169.17,Imported,High,17,0,491.34
370,Insulin,Syrup,NovoNordisk,50,5,32.11,Imported,Low,14,0,126.85
371,Histacin,Injection,Renata,50,10,196.41,Imported,High,11,0,611.24
372,Napa,Capsule,Incepta,100,20,38.29,Local,High,36,0,96.65
373,Seclo,Capsule,Incepta,100,20,84.58,Local,Medium,7,0,209.54
374,Histacin,Injection,Renata,250,10,142.87,Local,Low,32,1,353.66
375,Ceevit,Tablet,Beximco,1000,5,48.7,Local,Low,19,1,118.78
376,Histacin,Tablet,Incepta,50,20,111.81,Local,Low,14,0,190.42
377,Ceevit,Syrup,Beximco,500,10,117.26,Imported,Medium,19,0,345.62
378,Seclo,Tablet,NovoNordisk,100,10,144.17,Imported,High,34,1,360.8
379,Seclo,Tablet,Incepta,1000,10,44.61,Imported,Low,14,1,213.39
380,Paracetamol,Injection,Square,100,1,151.56,Local,Medium,17,1,355.81
381,Paracetamol,Tablet,NovoNordisk,500,20,74.04,Local,High,28,1,154.06
382,Ceevit,Injection,NovoNordisk,100,20,10.77,Imported,High,8,1,118.59
383,Napa,Capsule,Renata,100,5,74.92,Local,Low,35,1,130.53
384,Insulin,Capsule,Incepta,1000,20,153.02,Local,Medium,14,0,287.39
385,Insulin,Syrup,Square,50,5,161.17,Imported,Low,19,0,282.26
386,Insulin,Tablet,Incepta,500,5,112.7,Local,Low,29,0,185.36
387,Paracetamol,Injection,Incepta,250,20,52.29,Local,Low,21,1,118.68
388,Napa,Tablet,Beximco,500,10,58.49,Imported,Low,29,1,144.36
389,Paracetamol,Capsule,Incepta,100,5,82.92,Imported,Medium,20,1,277.05
390,Napa,Injection,Beximco,250,1,115.28,Local,Medium,27,1,160.11
391,Paracetamol,Injection,Renata,50,10,21.42,Local,High,31,0,68.41
392,Insulin,Tablet,Square,250,5,28.16,Imported,Medium,27,0,116.45
393,Histacin,Syrup,Incepta,250,1,123.12,Imported,High,18,0,408.81
394,Napa,Syrup,Beximco,250,1,192.19,Imported,High,27,0,504.17
395,Seclo,Capsule,Square,500,10,50.24,Local,Low,36,0,85.85
396,Paracetamol,Tablet,Beximco,50,1,54.95,Imported,High,17,1,325.9
397,Paracetamol,Syrup,Incepta,50,5,96.41,Imported,Medium,34,0,249.87
398,Seclo,Tablet,Square,50,1,95.75,Imported,Low,9,0,237.05
399,Paracetamol,Injection,NovoNordisk,500,10,115.67,Imported,Medium,16,1,373.16
400,Histacin,Tablet,Renata,50,5,92.42,Imported,Medium,20,0,288.39
401,Histacin,Tablet,Incepta,50,20,13.29,Imported,Medium,25,1,100.0
402,Ace,Capsule,Square,100,1,198.95,Local,Low,27,0,275.25
403,Histacin,Tablet,Renata,500,1,163.74,Imported,Low,12,1,423.14
404,Histacin,Tablet,Square,1000,20,89.74,Imported,Medium,7,1,283.24
405,Histacin,Injection,Square,250,10,76.49,Local,High,29,1,209.44
406,Paracetamol,Syrup,Incepta,500,10,147.31,Local,Medium,8,0,229.52
407,Histacin,Injection,Square,250,1,102.14,Imported,Low,10,1,278.32
408,Histacin,Injection,Square,500,10,91.01,Local,Low,10,1,189.2
409,Seclo,Syrup,Renata,250,1,41.02,Imported,Low,13,1,157.26
410,Paracetamol,Capsule,Renata,50,10,19.66,Imported,Medium,13,1,89.36
411,Ace,Capsule,Incepta,1000,5,143.91,Local,High,9,1,300.03
412,Ace,Syrup,Beximco,50,10,97.18,Imported,High,34,0,316.5
413,Histacin,Capsule,Square,500,5,43.69,Imported,Medium,29,1,168.08
414,Insulin,Injection,Renata,500,10,56.72,Local,High,17,1,149.03
415,Napa,Capsule,Incepta,50,20,41.96,Imported,Low,20,1,146.4
416,Ace,Capsule,Renata,50,1,67.88,Imported,Low,6,1,288.01
417,Ceevit,Injection,NovoNordisk,1000,20,175.4,Imported,High,13,0,551.05
418,Napa,Tablet,NovoNordisk,100,20,106.0,Imported,Medium,14,0,371.81
419,Histacin,Injection,NovoNordisk,250,20,46.55,Local,High,30,1,92.39
420,Napa,Syrup,Beximco,1000,1,176.36,Local,Medium,31,1,259.61
421,Paracetamol,Injection,Beximco,250,5,40.75,Imported,Medium,31,0,202.9
422,Histacin,Tablet,Beximco,50,5,131.16,Imported,Medium,12,0,365.67
423,Seclo,Tablet,NovoNordisk,500,5,132.2,Imported,Low,19,0,302.94
424,Insulin,Syrup,Renata,1000,1,190.0,Imported,Medium,16,1,536.86
425,Paracetamol,Capsule,NovoNordisk,250,10,118.44,Imported,High,6,1,346.8
426,Insulin,Tablet,NovoNordisk,1000,5,90.05,Imported,Low,17,0,235.08
427,Paracetamol,Injection,Renata,100,1,114.55,Imported,High,16,0,321.23
428,Ace,Capsule,NovoNordisk,100,1,92.17,Imported,Medium,9,1,241.1
429,Seclo,Syrup,Incepta,50,20,54.08,Imported,Medium,34,1,160.51
430,Insulin,Tablet,Incepta,50,5,197.54,Local,Medium,10,1,470.53
431,Seclo,Injection,NovoNordisk,50,10,12.72,Imported,High,8,0,108.62
432,Insulin,Injection,Renata,500,5,153.85,Local,Medium,15,0,269.08
433,Napa,Tablet,Beximco,100,20,134.85,Imported,High,26,1,421.88
434,Napa,Injection,Beximco,500,1,18.01,Imported,High,16,0,162.97
435,Histacin,Tablet,Square,1000,20,149.07,Imported,Medium,16,1,332.71
436,Paracetamol,Injection,NovoNordisk,50,5,88.84,Imported,High,31,1,370.37
437,Ace,Injection,Square,500,5,172.08,Local,Medium,18,1,313.45
438,Ceevit,Capsule,Beximco,1000,10,129.12,Local,Low,10,1,194.9
439,Ceevit,Tablet,Beximco,1000,5,54.07,Local,Medium,20,1,109.39
440,Napa,Capsule,Square,1000,20,123.58,Imported,Medium,25,1,258.89
441,Ceevit,Tablet,Renata,100,20,54.61,Imported,Medium,19,0,238.26
442,Seclo,Syrup,Beximco,250,20,47.27,Local,High,26,0,102.14
443,Histacin,Injection,Incepta,250,1,45.87,Imported,High,13,1,267.18
444,Seclo,Capsule,Renata,100,5,137.06,Local,Medium,8,0,243.9
445,Histacin,Syrup,Square,500,20,71.36,Imported,Medium,35,0,232.46
446,Seclo,Injection,Beximco,250,1,108.86,Imported,Low,7,1,317.57
447,Napa,Injection,Beximco,500,20,117.82,Local,Medium,21,1,273.47
448,Ceevit,Syrup,Incepta,100,1,17.18,Local,Medium,19,0,22.58
449,Histacin,Injection,NovoNordisk,500,5,58.24,Imported,Low,16,1,211.65
450,Napa,Capsule,NovoNordisk,100,20,130.37,Imported,High,26,0,375.71
451,Napa,Tablet,Square,100,20,183.78,Local,Low,27,1,458.72
452,Histacin,Injection,Renata,1000,5,102.8,Imported,Medium,21,1,222.52
453,Napa,Syrup,Incepta,250,10,138.15,Imported,Medium,16,1,406.41
454,Ceevit,Capsule,Beximco,50,5,69.95,Local,Low,10,1,125.01
455,Napa,Capsule,Renata,250,1,82.08,Imported,Medium,12,1,210.45
456,Histacin,Tablet,Beximco,50,5,119.32,Imported,High,19,0,363.02
457,Seclo,Tablet,Square,100,20,49.1,Local,High,26,1,152.04
458,Ace,Tablet,Beximco,50,20,22.97,Local,Medium,24,1,36.54
459,Paracetamol,Tablet,Incepta,500,20,55.01,Imported,High,20,0,173.02
460,Histacin,Syrup,Beximco,250,5,41.45,Imported,High,16,1,177.51
461,Paracetamol,Capsule,Beximco,1000,20,61.96,Local,High,35,1,126.33
462,Seclo,Injection,Incepta,500,5,175.07,Local,Low,34,1,279.84
463,Insulin,Tablet,Incepta,250,1,127.04,Local,Low,31,0,289.38
464,Ceevit,Capsule,Incepta,100,10,45.92,Local,High,13,0,159.32
465,Ace,Tablet,Incepta,500,1,72.01,Imported,Medium,8,0,191.38
466,Ace,Syrup,Beximco,500,5,136.64,Local,Medium,14,1,195.66
467,Ace,Capsule,Renata,500,10,121.59,Local,High,8,1,272.36
468,Seclo,Syrup,Renata,100,5,52.29,Imported,Medium,11,0,213.26
469,Napa,Syrup,Beximco,250,20,11.04,Imported,Medium,25,0,78.95
470,Seclo,Syrup,Renata,500,5,165.7,Imported,Low,21,0,384.58
471,Ace,Injection,Beximco,250,1,72.13,Imported,Medium,7,1,166.2
472,Seclo,Capsule,Square,1000,5,109.88,Imported,High,29,0,359.55
473,Insulin,Capsule,Incepta,500,20,105.69,Imported,High,11,1,359.07
474,Napa,Injection,Renata,100,1,31.63,Local,Medium,26,0,59.25
475,Ace,Syrup,Beximco,1000,1,114.69,Imported,Medium,35,0,320.63
476,Ace,Syrup,NovoNordisk,100,1,79.12,Local,Medium,12,1,116.85
477,Napa,Tablet,Square,250,10,76.85,Local,High,32,0,213.75
478,Paracetamol,Injection,Incepta,100,20,67.35,Local,Low,20,0,132.54
479,Seclo,Syrup,Renata,250,10,21.24,Imported,High,10,0,145.02
480,Ace,Syrup,Beximco,500,5,96.85,Local,Medium,10,0,209.25
481,Insulin,Injection,Renata,500,1,52.57,Local,Low,32,1,82.52
482,Histacin,Injection,Beximco,1000,5,135.4,Local,Medium,6,0,279.77
483,Histacin,Capsule,Renata,250,5,40.15,Local,Medium,31,0,76.78
484,Paracetamol,Syrup,Incepta,500,20,97.63,Local,High,31,0,266.67
485,Seclo,Syrup,NovoNordisk,50,10,188.14,Local,Low,29,0,467.58
486,Napa,Syrup,Square,250,10,199.88,Local,Low,25,1,275.53
487,Napa,Injection,Beximco,100,1,121.77,Imported,Low,20,0,437.31
488,Seclo,Injection,NovoNordisk,100,20,45.42,Imported,High,28,1,264.6
489,Ace,Tablet,Renata,1000,10,16.21,Local,Medium,19,1,39.54
490,Seclo,Syrup,Beximco,500,20,19.94,Local,Medium,17,1,44.46
491,Ceevit,Syrup,NovoNordisk,1000,10,171.9,Local,Medium,7,0,280.93
492,Seclo,Injection,Incepta,500,5,40.79,Imported,Medium,28,1,171.1
493,Napa,Syrup,Renata,50,10,30.26,Imported,High,14,1,162.23
494,Paracetamol,Injection,Incepta,1000,20,192.97,Local,High,30,1,502.03
495,Paracetamol,Injection,Square,500,1,68.0,Local,Low,17,0,122.59
496,Ace,Injection,Square,250,1,92.67,Local,Medium,16,0,147.27
497,Ace,Tablet,Beximco,100,10,168.05,Local,Medium,29,1,258.26
498,Napa,Tablet,Incepta,500,1,152.46,Local,High,29,1,338.85
499,Seclo,Tablet,Incepta,50,5,11.62,Local,Low,20,0,15.4
500,Napa,Injection,Square,1000,1,60.61,Imported,Low,6,1,251.27
501,Insulin,Tablet,Beximco,1000,10,88.73,Imported,Low,22,1,241.92
502,Ceevit,Injection,Renata,100,1,65.79,Imported,High,16,0,283.04
503,Ceevit,Syrup,Square,1000,20,174.87,Imported,Medium,12,1,490.29
504,Napa,Capsule,Square,50,10,52.28,Local,High,20,0,131.23
505,Insulin,Syrup,Beximco,1000,20,26.61,Local,High,13,0,100.45
506,Napa,Tablet,NovoNordisk,500,10,64.81,Imported,High,16,0,307.25
507,Napa,Capsule,NovoNordisk,50,1,32.25,Imported,Medium,17,0,205.12
508,Seclo,Injection,NovoNordisk,100,10,43.73,Local,Medium,26,0,101.05
509,Insulin,Injection,Square,250,20,106.9,Imported,High,18,1,296.24
510,Ace,Capsule,Renata,500,5,65.14,Imported,Low,28,0,175.4
511,Insulin,Capsule,NovoNordisk,1000,20,112.02,Imported,Low,28,1,339.98
512,Napa,Injection,Square,500,20,123.9,Local,Low,13,0,296.0
513,Seclo,Capsule,NovoNordisk,250,5,29.11,Local,High,13,0,92.32
514,Seclo,Syrup,Beximco,100,1,13.75,Local,Medium,15,0,29.94
515,Insulin,Injection,NovoNordisk,500,1,139.57,Imported,Low,25,1,373.51
516,Ceevit,Capsule,Square,250,20,132.58,Imported,Medium,31,1,387.96
517,Ace,Tablet,Square,500,20,153.86,Imported,Medium,12,0,393.34
518,Seclo,Injection,Renata,100,20,191.29,Imported,Medium,23,1,348.81
519,Paracetamol,Injection,NovoNordisk,250,10,194.84,Imported,Low,25,1,514.52
520,Ceevit,Tablet,Beximco,100,5,35.85,Local,High,16,0,87.7
521,Histacin,Capsule,NovoNordisk,250,20,169.28,Imported,High,25,1,430.61
522,Ace,Tablet,Beximco,50,1,14.06,Local,Low,29,1,32.47
523,Ceevit,Capsule,NovoNordisk,50,1,190.0,Imported,Medium,20,1,479.11
524,Seclo,Syrup,Beximco,250,10,67.67,Imported,Low,11,0,253.73
525,Seclo,Capsule,Incepta,50,1,165.87,Imported,Low,12,0,385.31
526,Insulin,Capsule,NovoNordisk,1000,1,31.45,Local,Medium,12,1,50.51
527,Insulin,Syrup,Incepta,100,5,78.23,Imported,Low,10,0,275.16
528,Histacin,Syrup,Renata,100,5,176.6,Local,Medium,30,1,430.07
529,Seclo,Tablet,NovoNordisk,500,20,140.69,Local,Low,19,0,283.87
530,Seclo,Capsule,Square,1000,5,127.66,Imported,High,18,0,307.73
531,Paracetamol,Tablet,NovoNordisk,250,10,41.29,Imported,Low,13,1,125.04
532,Paracetamol,Tablet,Square,250,1,119.26,Local,Medium,21,1,249.85
533,Napa,Tablet,NovoNordisk,50,10,187.85,Local,Medium,19,0,324.86
534,Ceevit,Syrup,Square,500,10,199.66,Imported,Medium,12,0,489.61
535,Seclo,Syrup,Square,100,10,168.99,Local,Medium,21,0,344.35
536,Ceevit,Tablet,Incepta,1000,20,93.51,Imported,Low,12,0,221.18
537,Histacin,Injection,Beximco,250,20,33.76,Imported,Low,18,1,213.83
538,Ace,Tablet,Incepta,50,1,31.38,Imported,Medium,12,1,199.77
539,Insulin,Capsule,Renata,100,5,66.11,Imported,Low,28,1,219.38
540,Histacin,Syrup,NovoNordisk,100,1,69.92,Local,Low,7,1,174.15
541,Paracetamol,Capsule,Incepta,50,1,99.11,Imported,Low,33,1,337.56
542,Ace,Capsule,Beximco,250,20,130.77,Local,High,27,0,340.67
543,Ceevit,Syrup,Incepta,100,20,52.87,Local,High,34,1,120.71
544,Ceevit,Syrup,Renata,250,20,169.35,Imported,Low,35,0,402.15
545,Paracetamol,Syrup,Square,100,10,26.54,Local,Low,6,1,40.26
546,Paracetamol,Capsule,NovoNordisk,1000,5,199.83,Local,Low,21,0,438.56
547,Napa,Injection,Beximco,100,20,110.08,Imported,Low,20,0,230.05
548,Napa,Syrup,Incepta,100,1,194.0,Local,Low,10,0,266.27
549,Seclo,Tablet,Incepta,100,10,108.48,Local,High,28,0,258.5
550,Insulin,Capsule,Square,100,1,34.47,Imported,Medium,33,0,183.66
551,Ceevit,Tablet,Beximco,100,5,98.54,Imported,Medium,31,1,266.51
552,Ceevit,Injection,Square,1000,20,151.22,Local,Low,32,0,361.88
553,Seclo,Tablet,Beximco,50,5,132.91,Imported,Medium,11,1,267.98
554,Seclo,Syrup,Incepta,1000,10,187.26,Local,High,24,1,333.4
555,Seclo,Tablet,Square,250,20,81.31,Local,Low,6,1,172.2
556,Histacin,Capsule,NovoNordisk,1000,5,191.46,Local,High,31,1,440.2
557,Seclo,Capsule,NovoNordisk,500,1,86.47,Imported,Medium,35,0,248.73
558,Paracetamol,Capsule,Incepta,50,20,123.41,Imported,Low,27,1,314.49
559,Ace,Tablet,NovoNordisk,1000,1,133.03,Local,Medium,31,0,210.56
560,Seclo,Capsule,Renata,100,20,161.22,Imported,Medium,22,1,398.51
561,Insulin,Capsule,Incepta,100,20,101.78,Imported,High,17,1,325.05
562,Ace,Tablet,Square,1000,5,122.75,Local,High,34,0,237.41
563,Histacin,Tablet,Beximco,50,10,22.38,Local,High,12,1,77.97
564,Ace,Tablet,Beximco,50,1,35.25,Imported,Medium,36,1,136.67
565,Seclo,Capsule,Renata,100,10,38.23,Imported,High,17,1,231.32
566,Napa,Injection,Renata,50,20,30.35,Local,Medium,27,0,69.43
567,Seclo,Tablet,Beximco,500,10,70.78,Imported,High,26,0,222.61
568,Insulin,Syrup,Square,50,1,80.06,Imported,Low,8,1,278.0
569,Ceevit,Capsule,Renata,1000,1,155.06,Imported,Medium,31,0,468.19
570,Seclo,Injection,Beximco,500,5,113.61,Local,Low,31,0,181.52
571,Seclo,Injection,Beximco,500,10,13.89,Local,High,20,0,56.35
572,Insulin,Syrup,Incepta,50,20,39.89,Imported,Medium,22,1,113.98
573,Seclo,Tablet,Incepta,50,1,32.47,Local,Medium,14,1,66.03
574,Ceevit,Tablet,Square,1000,1,82.39,Imported,Medium,9,0,302.41
575,Ceevit,Tablet,Square,100,1,59.37,Local,Low,17,0,140.8
576,Ace,Tablet,Square,50,5,99.59,Local,High,14,1,254.76
577,Paracetamol,Injection,Square,50,10,45.2,Local,Medium,28,0,97.36
578,Paracetamol,Tablet,Renata,250,1,124.05,Imported,High,17,0,353.22
579,Insulin,Injection,Square,50,1,65.74,Local,Medium,30,0,131.32
580,Seclo,Capsule,Renata,1000,10,186.66,Local,Low,7,0,458.24
581,Paracetamol,Injection,Incepta,500,5,59.74,Imported,Low,6,1,194.74
582,Histacin,Tablet,Incepta,50,1,193.65,Local,Medium,16,1,481.16
583,Histacin,Injection,Beximco,1000,5,193.8,Local,High,24,1,333.0
584,Histacin,Capsule,Square,50,1,156.29,Local,Medium,25,1,386.97
585,Ace,Injection,Beximco,1000,1,126.14,Local,High,21,1,332.28
586,Histacin,Tablet,Renata,100,10,74.35,Local,Medium,26,0,128.76
587,Ceevit,Syrup,Renata,100,20,195.61,Imported,Medium,16,0,516.81
588,Seclo,Syrup,Incepta,250,1,118.03,Imported,Medium,21,0,334.08
589,Seclo,Capsule,Square,50,20,87.88,Imported,Low,30,1,259.97
590,Paracetamol,Tablet,Beximco,1000,20,45.18,Imported,Medium,22,1,226.05
591,Seclo,Syrup,Incepta,50,10,131.92,Local,High,21,1,343.83
592,Paracetamol,Injection,Incepta,500,1,173.45,Imported,Medium,11,1,466.33
593,Insulin,Tablet,NovoNordisk,250,5,180.34,Imported,High,20,0,576.97
594,Histacin,Capsule,Renata,250,1,167.05,Local,High,30,0,259.25
595,Seclo,Tablet,Beximco,500,10,103.39,Imported,Medium,15,1,324.5
596,Insulin,Injection,Renata,250,1,18.77,Local,Low,7,1,25.61
597,Insulin,Syrup,Renata,1000,10,133.75,Imported,Low,29,1,408.99
598,Insulin,Syrup,Square,50,20,132.75,Imported,High,15,0,307.66
599,Seclo,Tablet,Beximco,50,20,149.33,Local,Low,7,0,299.32
600,Paracetamol,Tablet,Renata,500,5,121.96,Imported,Low,9,1,288.24
601,Insulin,Capsule,Renata,100,20,56.44,Local,Medium,17,1,106.87
602,Histacin,Syrup,NovoNordisk,50,5,116.41,Local,Low,15,0,230.33
603,Histacin,Injection,Beximco,100,1,58.23,Imported,High,33,1,231.38
604,Ceevit,Syrup,Renata,500,10,151.1,Imported,High,21,1,370.89
605,Napa,Tablet,NovoNordisk,50,10,43.46,Local,High,9,1,121.57
606,Histacin,Syrup,Renata,250,20,105.81,Local,Low,35,1,216.97
607,Ceevit,Syrup,Renata,500,20,166.59,Local,Medium,22,1,257.52
608,Seclo,Injection,Renata,250,1,190.99,Imported,Medium,35,1,406.32
609,Insulin,Tablet,NovoNordisk,1000,10,131.96,Imported,Low,6,0,384.82
610,Histacin,Injection,Incepta,250,5,168.3,Local,High,25,0,369.67
611,Ceevit,Syrup,Square,250,10,27.77,Local,Low,31,0,60.46
612,Insulin,Injection,Renata,500,10,37.47,Local,High,23,1,84.17
613,Ace,Syrup,Incepta,250,10,94.91,Local,High,6,0,238.91
614,Napa,Injection,NovoNordisk,50,20,33.35,Local,Medium,12,1,51.18
615,Ceevit,Capsule,Incepta,1000,1,76.4,Local,Medium,23,0,103.17
616,Insulin,Capsule,NovoNordisk,1000,10,169.73,Imported,Medium,34,0,301.16
617,Histacin,Capsule,Beximco,50,10,158.1,Local,High,28,1,404.75
618,Insulin,Injection,Renata,250,5,103.54,Imported,Medium,35,1,398.42
619,Ceevit,Syrup,NovoNordisk,50,10,128.58,Imported,High,25,0,392.59
620,Insulin,Capsule,NovoNordisk,250,5,120.55,Local,Medium,21,0,220.58
621,Ceevit,Capsule,Renata,100,20,178.92,Local,High,36,1,321.69
622,Histacin,Syrup,Beximco,1000,10,59.32,Imported,Low,7,0,188.28
623,Histacin,Tablet,Beximco,1000,1,101.58,Local,Low,11,1,157.16
624,Ceevit,Capsule,Incepta,50,1,137.51,Imported,High,28,0,348.95
625,Paracetamol,Syrup,Beximco,250,20,87.39,Imported,Low,30,1,247.99
626,Ceevit,Syrup,Renata,1000,5,16.52,Imported,Low,18,1,162.26
627,Ceevit,Capsule,Square,100,1,56.86,Imported,Low,36,1,242.84
628,Ace,Injection,Incepta,250,10,178.76,Imported,Medium,23,0,419.09
629,Ace,Tablet,Beximco,500,20,31.95,Local,Medium,21,1,64.62
630,Ace,Injection,Square,1000,10,198.58,Local,Low,17,0,336.75
631,Ceevit,Tablet,Beximco,500,1,74.26,Local,High,35,1,159.7
632,Insulin,Tablet,Beximco,1000,1,52.28,Local,High,27,0,135.17
633,Histacin,Capsule,Renata,500,5,30.08,Imported,High,22,0,163.94
634,Paracetamol,Syrup,Square,100,5,182.49,Imported,Medium,16,0,312.28
635,Ace,Injection,Incepta,500,10,86.09,Imported,Medium,15,1,267.31
636,Napa,Syrup,Renata,250,1,173.66,Imported,Medium,31,1,451.93
637,Insulin,Syrup,NovoNordisk,1000,20,20.76,Local,Low,6,1,32.6
638,Ace,Syrup,Square,1000,5,49.07,Local,Low,18,1,119.64
639,Paracetamol,Injection,NovoNordisk,250,5,121.34,Imported,Low,14,0,300.34
640,Histacin,Tablet,Beximco,250,1,12.69,Local,Medium,24,1,18.46
641,Napa,Injection,Incepta,500,10,140.44,Imported,Medium,26,1,284.04
642,Histacin,Capsule,Renata,50,10,114.29,Imported,Low,11,1,263.82
643,Insulin,Injection,NovoNordisk,100,5,38.22,Local,Medium,25,1,50.71
644,Seclo,Capsule,Incepta,250,5,17.17,Local,Medium,24,0,36.08
645,Seclo,Tablet,Square,100,5,26.87,Local,Medium,10,0,54.88
646,Seclo,Syrup,Incepta,1000,10,196.56,Local,Medium,31,0,445.57
647,Histacin,Tablet,NovoNordisk,50,10,97.02,Imported,High,33,0,337.16
648,Paracetamol,Tablet,Square,500,20,95.22,Imported,Medium,34,1,340.08
649,Histacin,Tablet,Beximco,1000,20,75.21,Imported,High,19,0,290.89
650,Histacin,Capsule,Incepta,250,20,86.53,Local,Medium,32,1,175.89
651,Napa,Injection,Incepta,50,1,147.95,Local,Low,34,0,266.67
652,Paracetamol,Tablet,Square,1000,10,50.65,Local,Low,8,0,102.58
653,Ceevit,Injection,NovoNordisk,50,20,101.3,Imported,Low,32,1,252.98
654,Histacin,Injection,Renata,500,10,35.97,Local,Medium,29,1,78.18
655,Histacin,Syrup,Incepta,1000,20,48.4,Local,High,21,1,135.64
656,Ceevit,Tablet,Beximco,500,5,164.18,Local,Medium,8,1,250.42
657,Insulin,Injection,Incepta,500,10,168.9,Imported,Medium,10,1,480.41
658,Ace,Tablet,NovoNordisk,500,1,145.19,Local,High,7,0,237.27
659,Histacin,Capsule,NovoNordisk,250,20,85.2,Local,Low,21,0,130.92
660,Histacin,Capsule,Renata,1000,5,57.51,Local,Low,36,1,126.74
661,Insulin,Injection,Renata,50,1,102.06,Imported,Medium,22,1,346.6
662,Paracetamol,Tablet,Incepta,250,10,118.71,Imported,High,24,0,452.18
663,Paracetamol,Syrup,Renata,250,10,27.29,Local,Low,34,1,35.97
664,Paracetamol,Capsule,NovoNordisk,500,5,33.36,Imported,Medium,18,0,158.48
665,Histacin,Tablet,Renata,250,5,157.09,Local,High,29,0,389.99
666,Paracetamol,Tablet,Incepta,50,5,76.92,Local,Medium,24,0,106.94
667,Paracetamol,Capsule,Incepta,500,1,119.97,Imported,Medium,14,1,333.81
668,Napa,Capsule,Renata,500,10,126.8,Local,High,26,0,271.05
669,Paracetamol,Capsule,NovoNordisk,1000,5,150.28,Local,Medium,25,1,318.9
670,Seclo,Syrup,Renata,1000,20,176.79,Local,Low,14,0,347.52
671,Napa,Injection,Beximco,100,10,185.95,Local,Medium,23,1,407.61
672,Seclo,Capsule,Renata,500,10,118.93,Imported,Medium,34,1,441.31
673,Insulin,Syrup,Beximco,100,1,47.98,Local,Low,17,0,119.17
674,Histacin,Capsule,NovoNordisk,100,20,131.78,Local,Low,9,0,180.23
675,Napa,Injection,Renata,100,1,172.45,Local,Low,27,0,374.64
676,Seclo,Capsule,Renata,250,20,141.08,Imported,Low,13,0,386.24
677,Insulin,Tablet,Renata,1000,10,158.86,Imported,Medium,11,0,367.36
678,Paracetamol,Injection,NovoNordisk,100,1,86.96,Imported,High,35,1,364.11
679,Paracetamol,Tablet,Renata,50,5,140.05,Local,High,15,0,295.85
680,Ace,Syrup,Renata,100,10,30.6,Local,Low,31,0,47.79
681,Seclo,Tablet,NovoNordisk,100,20,114.03,Local,High,7,0,280.06
682,Ceevit,Capsule,Incepta,1000,5,12.33,Imported,Low,25,0,89.17
683,Ace,Tablet,Renata,1000,10,20.46,Imported,Low,9,1,115.23
684,Seclo,Injection,Square,250,20,156.84,Local,High,25,1,370.6
685,Histacin,Capsule,Square,50,1,14.12,Imported,High,16,1,113.39
686,Insulin,Capsule,Beximco,50,1,179.23,Imported,High,23,0,509.58
687,Ace,Capsule,Renata,50,20,138.19,Local,Low,10,0,315.81
688,Ace,Capsule,Incepta,1000,20,154.13,Local,High,6,1,353.44
689,Ceevit,Injection,NovoNordisk,100,10,58.7,Local,Medium,9,0,88.78
690,Ceevit,Injection,Square,500,20,97.48,Local,High,19,0,268.0
691,Paracetamol,Capsule,Square,1000,5,19.1,Local,Medium,27,0,33.2
692,Ceevit,Injection,Incepta,250,10,55.81,Local,High,13,0,156.37
693,Paracetamol,Capsule,NovoNordisk,100,10,61.28,Local,High,18,0,135.33
694,Ceevit,Tablet,Square,50,20,63.12,Local,High,32,0,181.97
